time_s,vehicles_in_network,mean_speed_km_h,total_waiting_time_s,total_time_loss_s,stopped_vehicles,reward,action_J1,action_J2,action_J3
2625.0,22,21.06688883356122,12.0,222.16875754230827,7,-18.64,1,0,0
2630.0,23,6.552109088124468,38.0,222.94988790716297,8,-21.360000000000003,0,1,0
2635.0,23,12.607666137387026,71.0,289.4446623396668,12,-30.020000000000003,0,0,1
2640.0,17,6.328397555037995,45.0,312.04098437900785,6,-16.3,0,0,0
2645.0,24,23.224838934646243,17.0,298.8604115241762,4,-13.14,1,0,0
2650.0,22,21.82218284697473,16.0,257.56449143545825,5,-14.72,1,1,0
2655.0,25,23.02671253026441,26.0,208.43350372291232,4,-13.52,1,0,0
2660.0,21,14.301854827076955,29.0,212.36497394579166,6,-16.78,0,1,0
2665.0,23,3.234015845004257,50.0,224.0535346700978,16,-37.6,0,0,1
2670.0,23,12.448462798880916,31.0,279.31951272697233,5,-15.219999999999999,0,0,0
2675.0,19,21.557545680422436,21.0,284.75258758183577,4,-12.22,1,0,0
2680.0,24,25.80485618164814,18.0,243.07838520578596,2,-9.16,1,1,0
2685.0,21,20.477929498395035,6.0,181.16729310325488,7,-18.32,1,0,0
2690.0,23,6.05728868179618,31.0,183.66367913563528,10,-25.220000000000002,0,1,0
2695.0,22,14.211091849611282,66.0,238.47016203430687,11,-27.72,0,0,1
2700.0,16,5.877245687234268,48.0,257.48479025699,7,-18.16,0,0,0
2705.0,23,20.221114211055035,26.0,257.31059501470446,5,-15.120000000000001,1,0,0
2710.0,24,18.248890000193523,19.0,297.5334611068553,7,-19.18,1,1,0
2715.0,27,21.199201098663835,35.0,247.97851907091072,6,-18.1,1,0,0
2720.0,22,11.926373879379518,40.0,257.21901257842484,8,-21.200000000000003,0,1,0
2725.0,25,5.911848542008507,56.0,296.6218988471462,17,-40.12,0,0,1
2730.0,23,13.914242446715885,45.0,312.2891406275408,6,-17.5,0,0,0
2735.0,19,18.75843066197747,28.0,326.4017959414579,5,-14.360000000000001,1,0,0
2740.0,25,26.12341540941992,19.0,305.28585206398407,2,-9.379999999999999,1,1,0
2745.0,23,20.383998645205168,11.0,245.44862506804074,7,-18.82,1,0,0
2750.0,23,5.051401779090046,40.0,239.08248847422064,9,-23.400000000000002,0,1,0
2755.0,23,13.40879766808119,81.0,308.3117192705072,13,-32.22,0,0,1
2760.0,17,6.386302165499046,52.0,333.21434831825644,7,-18.439999999999998,0,0,0
2765.0,25,24.024383491538654,19.0,366.9269665312557,4,-13.38,1,0,0
2770.0,22,20.11016251568762,15.0,277.99015850641734,5,-14.700000000000001,1,1,0
2775.0,25,21.96716004056261,24.0,217.06722933215414,3,-11.48,1,0,0
2780.0,21,13.532883999818827,27.0,220.6830604437314,7,-18.74,0,1,0
2785.0,23,3.8932789512332526,55.0,238.80033891731753,17,-39.7,0,0,1
2790.0,22,11.632422961310029,45.0,284.6049697311328,6,-17.3,0,0,0
2795.0,19,20.381294993645742,28.0,298.00435952401324,5,-14.360000000000001,1,0,0
2800.0,25,23.739436801454822,19.0,293.80524720678073,2,-9.379999999999999,1,1,0
2805.0,23,20.18142434494065,11.0,244.69745051632154,6,-16.82,1,0,0
2810.0,26,10.176352664296012,41.0,273.40330505441125,9,-24.02,0,1,0
2815.0,24,14.190903914386348,74.0,306.9844254267519,11,-28.28,0,0,1
2820.0,17,5.94406681978191,46.0,316.65320594174904,7,-18.32,0,0,0
2825.0,25,22.24507487707446,17.0,350.4407461936463,3,-11.34,1,0,0
2830.0,23,23.14857564707693,12.0,293.9604136854644,5,-14.84,1,1,0
2835.0,25,21.216515034690186,26.0,220.14063160433028,6,-17.52,1,0,0
2840.0,23,13.729728445355683,38.0,251.88351553248896,10,-25.360000000000003,0,1,0
2845.0,25,4.548136290164492,71.0,283.1037767054806,17,-40.42,0,0,1
2850.0,23,10.691778017219251,41.0,315.4714961918072,5,-15.420000000000002,0,0,0
2855.0,21,20.269873283628733,18.0,374.20168184138726,4,-12.559999999999999,1,0,0
2860.0,25,25.496846558176593,17.0,277.98168404066575,2,-9.34,1,1,0
2865.0,22,19.998861725252517,8.0,212.1721767143457,7,-18.560000000000002,1,0,0
2870.0,24,6.61439222090761,38.0,218.11581110013466,10,-25.560000000000002,0,1,0
2875.0,24,14.247654230981613,76.0,289.5661002743843,11,-28.32,0,0,1
2880.0,18,8.25091499154918,44.0,318.57161144330075,7,-18.48,0,0,0
2885.0,25,21.900998643864007,13.0,330.8578075118202,4,-13.26,1,0,0
2890.0,23,20.324670126485998,14.0,284.97526288387536,6,-16.88,1,1,0
2895.0,27,23.04290331928438,25.0,260.1750913071092,5,-15.9,1,0,0
2900.0,23,14.626383067250234,33.0,246.77456696928368,9,-23.26,0,1,0
2905.0,23,3.3152239889350956,61.0,250.36082284069872,17,-39.82,0,0,1
2910.0,24,15.024339481793811,37.0,333.36158688761554,6,-17.54,0,0,0
2915.0,19,23.53879054250961,19.0,305.440554080639,4,-12.180000000000001,1,0,0
2920.0,23,25.015489920658304,19.0,236.23003780024558,2,-8.98,1,1,0
2925.0,21,22.047121304615533,8.0,195.79791402887807,7,-18.36,1,0,0
2930.0,23,9.502068967573546,28.0,194.6122822158634,6,-17.16,0,1,0
2935.0,21,14.48314857800084,63.0,228.09821970746154,11,-27.46,0,0,1
2940.0,16,8.326012072764753,41.0,249.69760219060328,6,-16.02,0,0,0
2945.0,23,23.089466558330404,24.0,286.78152497073677,4,-13.080000000000002,1,0,0
2950.0,23,17.57661025651331,22.0,282.29976674440076,6,-17.04,1,1,0
2955.0,25,21.090989279768397,36.0,220.37530356938765,5,-15.72,1,0,0
2960.0,23,13.586918172510662,41.0,257.2271848990769,6,-17.42,0,1,0
2965.0,24,3.9128799930231346,52.0,261.8970062172807,18,-41.84,0,0,1
2970.0,25,15.218802478527993,34.0,345.16712846914754,5,-15.68,0,0,0
2975.0,20,23.229358498276504,28.0,340.4717231383399,5,-14.56,1,0,0
2980.0,24,24.36375567471152,18.0,257.3722671470883,2,-9.16,1,1,0
2985.0,22,21.60836075925205,9.0,207.65803348472835,6,-16.58,1,0,0
2990.0,22,4.656359658532318,31.0,191.04791526008287,8,-21.020000000000003,0,1,0
2995.0,23,14.721761979140984,66.0,265.47009241362304,10,-25.92,0,0,1
3000.0,16,5.576936968530298,51.0,272.4761061466084,6,-16.22,0,0,0
3005.0,24,21.779197305416893,30.0,317.710328966547,4,-13.4,1,0,0
3010.0,23,20.8259141788775,15.0,301.1015727253922,6,-16.900000000000002,1,1,0
3015.0,25,22.109389444706025,25.0,224.70619293241552,4,-13.5,1,0,0
3020.0,23,12.624233070641765,27.0,258.34076123819676,6,-17.14,0,1,0
3025.0,24,2.8826701679227673,59.0,266.10479785254915,18,-41.980000000000004,0,0,1
3030.0,23,10.256756743019297,46.0,315.77977906364583,6,-17.52,0,0,0
3035.0,21,21.37866057897529,40.0,371.63623496731833,6,-17.0,1,0,0
3040.0,25,23.036257192395702,21.0,290.6682688837501,3,-11.42,1,1,0
3045.0,23,22.820064560238688,8.0,237.45365002104674,6,-16.76,1,0,0
3050.0,23,4.849662962018875,30.0,215.45752230336413,7,-19.2,0,1,0
3055.0,23,11.943206929945344,62.0,279.76285183712724,13,-31.84,0,0,1
3060.0,17,5.774025132484143,44.0,302.0651503326982,7,-18.28,0,0,0
3065.0,25,21.57911000258915,27.0,325.33262702778495,5,-15.54,1,0,0
3070.0,23,18.468043067694094,16.0,285.1804902672424,7,-18.92,1,1,0
3075.0,27,21.73901346258592,23.0,267.4557203189772,4,-13.860000000000001,1,0,0
3080.0,24,13.14872585388241,28.0,258.1214931851032,9,-23.36,0,1,0
3085.0,25,4.680783562826078,61.0,278.6394071893018,19,-44.22,0,0,1
3090.0,23,13.02188422964689,54.0,319.36348596521566,6,-17.68,0,0,0
3095.0,19,19.85064343072907,33.0,313.25615015191545,5,-14.46,1,0,0
3100.0,25,23.74000725715172,18.0,304.6733703535764,2,-9.36,1,1,0
3105.0,23,22.215071025309374,7.0,255.8531511919487,6,-16.740000000000002,1,0,0
3110.0,23,5.746635424571366,37.0,242.03088991156912,10,-25.34,0,1,0
3115.0,23,13.373098079181934,78.0,310.08272733748674,12,-30.16,0,0,1
3120.0,19,9.52022513293785,54.0,369.7995721590607,7,-18.88,0,0,0
3125.0,25,22.960852228714558,23.0,366.86471827987185,4,-13.46,1,0,0
3130.0,24,19.582535692318558,15.0,320.234213117148,6,-17.1,1,1,0
3135.0,27,21.353039731807097,34.0,263.10639096105535,6,-18.08,1,0,0
3140.0,23,11.148720273633648,48.0,283.7251947757423,10,-25.560000000000002,0,1,0
3145.0,25,3.727269965668231,73.0,309.45373462057034,19,-44.46,0,0,1
3150.0,24,13.23977117905627,50.0,362.8067901197103,6,-17.8,0,0,0
3155.0,20,22.792388841750526,45.0,351.368728686293,6,-16.9,1,0,0
3160.0,25,21.756111535698466,22.0,304.1450737083099,3,-11.440000000000001,1,1,0
3165.0,23,22.478624390543064,10.0,249.94294731977357,6,-16.8,1,0,0
3170.0,24,6.903299826161942,34.0,254.3088418633542,7,-19.48,0,1,0
3175.0,23,13.15671801390802,65.0,297.83684374612426,10,-25.900000000000002,0,0,1
3180.0,17,5.66182749320096,52.0,322.3664909680109,7,-18.439999999999998,0,0,0
3185.0,26,22.149323520546535,23.0,402.33702349081693,5,-15.66,1,0,0
3190.0,25,20.13984533616528,16.0,349.0956481669077,6,-17.32,1,1,0
3195.0,27,19.792396698196015,35.0,272.39604458177985,6,-18.1,1,0,0
3200.0,24,10.920204092754995,54.0,307.0901264556476,9,-23.88,0,1,0
3205.0,26,3.1807928758400834,74.0,335.83361682783425,18,-42.68,0,0,1
3210.0,25,11.28421036992561,50.0,391.7459312857794,6,-18.0,0,0,0
3215.0,22,22.50530702867364,22.0,427.87263346476936,5,-14.84,1,0,0
3220.0,25,23.149343121966258,18.0,281.60774492598864,2,-9.36,1,1,0
3225.0,23,20.129155313482343,9.0,231.32541194886943,7,-18.78,1,0,0
3230.0,24,5.999716598348437,36.0,222.31689139872535,9,-23.52,0,1,0
3235.0,24,13.011709953516071,75.0,296.4918838515847,12,-30.3,0,0,1
3240.0,19,9.3287655377048,48.0,328.50766609138054,7,-18.76,0,0,0
3245.0,26,24.19433681412742,27.0,379.2030399529943,5,-15.739999999999998,1,0,0
3250.0,23,17.62255687648153,16.0,290.0181659330892,6,-16.92,1,1,0
3255.0,25,21.49529912575755,23.0,216.9289984808856,4,-13.46,1,0,0
3260.0,23,13.819017138341184,29.0,244.37890372116271,9,-23.18,0,1,0
3265.0,24,3.2051047931925,57.0,255.99617668415613,19,-43.94,0,0,1
3270.0,22,11.537730404987752,51.0,304.1835584053804,6,-17.42,0,0,0
3275.0,19,19.514375417354255,30.0,316.97574783661463,5,-14.4,1,0,0
3280.0,25,24.96675625567971,18.0,308.52176821596083,2,-9.36,1,1,0
3285.0,23,21.0975305078099,6.0,250.17083709252836,5,-14.719999999999999,1,0,0
3290.0,23,5.425319620704877,38.0,242.13995806372054,9,-23.360000000000003,0,1,0
3295.0,23,13.794323763155491,78.0,310.60322362689493,12,-30.16,0,0,1
3300.0,17,6.148789274303415,52.0,336.510744950945,7,-18.439999999999998,0,0,0
3305.0,25,23.56969673512208,23.0,366.2399507197526,4,-13.46,1,0,0
3310.0,21,21.823846772111807,13.0,270.95364870268793,4,-12.46,1,1,0
3315.0,24,24.097984927809044,18.0,207.723811444138,3,-11.16,1,0,0
3320.0,20,14.04565032796737,16.0,210.18811120174675,5,-14.32,0,1,0
3325.0,22,3.5244559400052373,56.0,222.24410636873358,17,-39.519999999999996,0,0,1
3330.0,23,13.377288996593796,48.0,301.4660272128953,6,-17.560000000000002,0,0,0
3335.0,20,20.191050776042726,30.0,347.47965415229413,5,-14.6,1,0,0
3340.0,25,25.34254169965663,18.0,295.4293375694903,2,-9.36,1,1,0
3345.0,23,20.50517870138884,10.0,245.9378979195399,6,-16.8,1,0,0
3350.0,23,5.43349599685693,36.0,230.5341406462835,9,-23.32,0,1,0
3355.0,23,12.975781831395388,74.0,295.75304576956967,11,-28.080000000000002,0,0,1
3360.0,18,9.259457240221998,48.0,337.14655725215033,6,-16.560000000000002,0,0,0
3365.0,24,22.005647671470214,15.0,306.8743603045998,3,-11.100000000000001,1,0,0
3370.0,22,22.684984831705798,11.0,292.87961262266407,4,-12.620000000000001,1,1,0
3375.0,24,21.188286817504235,19.0,208.22118510649227,4,-13.180000000000001,1,0,0
3380.0,22,14.245844637458026,22.0,243.25390622415728,6,-16.84,0,1,0
3385.0,23,2.2205443189448,67.0,244.99942524795352,18,-41.940000000000005,0,0,1
3390.0,23,10.614165686906539,43.0,316.61497914338,5,-15.46,0,0,0
3395.0,21,20.538131335481935,24.0,373.018028288783,4,-12.68,1,0,0
3400.0,25,24.878122544060336,18.0,271.3420787816335,2,-9.36,1,1,0
3405.0,23,19.594306113755287,10.0,226.88137412215534,7,-18.8,1,0,0
3410.0,24,6.4955976359276555,38.0,223.20513465433518,9,-23.560000000000002,0,1,0
3415.0,24,14.397575472358959,71.0,291.6165060507189,10,-26.220000000000002,0,0,1
3420.0,17,5.94873767222464,40.0,301.0441658946461,7,-18.200000000000003,0,0,0
3425.0,25,22.57394813130274,12.0,332.27491639902667,4,-13.24,1,0,0
3430.0,24,19.80072603480494,17.0,291.7999029848377,7,-19.14,1,1,0
3435.0,27,21.00365829583166,34.0,235.79915740653178,6,-18.08,1,0,0
3440.0,23,11.762403972203323,49.0,250.89469961636297,10,-25.580000000000002,0,1,0
3445.0,25,3.5565002236108003,62.0,274.98944689828295,18,-42.24,0,0,1
3450.0,24,13.135920355381435,32.0,311.4226775918692,6,-17.44,0,0,0
3455.0,19,23.45442790370735,18.0,315.3293515694324,4,-12.16,1,0,0
3460.0,23,26.100977879376842,19.0,236.37241932058487,2,-8.98,1,1,0
3465.0,20,21.105159154641413,9.0,172.58955239512338,6,-16.18,1,0,0
3470.0,21,5.295568213360298,29.0,166.27364866176984,6,-16.78,0,1,0
3475.0,21,14.473641190285006,55.0,223.83123343031355,10,-25.3,0,0,1
3480.0,16,9.599995240103432,27.0,257.69054430572953,5,-13.739999999999998,0,0,0
3485.0,22,23.37264822979176,22.0,238.19947586016943,4,-12.84,1,0,0
3490.0,21,18.47970749733623,15.0,248.00065065266725,5,-14.5,1,1,0
3495.0,24,23.582566235504743,24.0,189.81060631123313,3,-11.280000000000001,1,0,0
3500.0,22,15.476137210219445,22.0,209.2840129385341,7,-18.84,0,1,0
3505.0,24,7.262685860999609,47.0,240.51241358937983,17,-39.739999999999995,0,0,1
3510.0,21,12.62557606279254,41.0,241.7527276020563,5,-15.02,0,0,0
3515.0,17,19.235538114743424,29.0,222.14346875185123,5,-13.98,1,0,0
3520.0,24,24.65316771000148,17.0,256.3060137251558,2,-9.14,1,1,0
3525.0,22,21.289527811345263,10.0,209.21630744148342,6,-16.6,1,0,0
3530.0,22,4.460952871509587,30.0,192.2086907340973,7,-19.0,0,1,0
3535.0,22,13.250703862152518,59.0,252.43820591350882,10,-25.58,0,0,1
3540.0,16,6.29731401271065,46.0,270.98221773416896,7,-18.12,0,0,0
3545.0,25,22.842686049756264,17.0,343.0812893704291,4,-13.34,1,0,0
3550.0,22,23.156399502835423,13.0,292.51888829634174,4,-12.66,1,1,0
3555.0,25,21.548760854359287,18.0,226.8671957103189,3,-11.36,1,0,0
3560.0,21,13.235303096774963,18.0,232.1626368345234,6,-16.56,0,1,0
3565.0,24,3.858485724686478,62.0,266.54859636890023,17,-40.040000000000006,0,0,1
3570.0,23,10.98373405913082,40.0,317.8355947587146,5,-15.400000000000002,0,0,0
3575.0,20,20.65878241105237,19.0,328.00600102097974,4,-12.38,1,0,0
3580.0,25,23.76191790197993,16.0,281.80232995522357,2,-9.32,1,1,0
3585.0,22,19.417434950243507,10.0,215.68654731157505,8,-20.6,1,0,0
3590.0,23,5.477589444385843,39.0,217.43666216540518,10,-25.380000000000003,0,1,0
3595.0,23,13.433354113011921,74.0,280.00460878050967,10,-26.080000000000002,0,0,1
3600.0,17,5.77768066642298,42.0,303.6627323433133,6,-16.240000000000002,0,0,0
3605.0,16,24.156159937149877,14.0,319.9594494855974,2,-7.48,1,0,0
3610.0,13,28.649281179590965,0.0,240.7664432795171,0,-2.6,1,1,0
3615.0,8,33.56803682138301,1.0,133.31112829880811,1,-3.62,1,0,0
3620.0,5,0.07639943747621694,14.0,115.88886996356366,5,-11.28,0,1,0
3625.0,5,0.0,39.0,140.88447917186028,5,-11.78,0,0,1
3630.0,5,7.354639482340197,12.0,164.83030719058723,1,-3.24,0,0,0
3635.0,4,35.172509616126504,0.0,133.46804032769097,0,-0.8,1,0,0
3640.0,1,49.06627847183891,0.0,32.160495023986606,0,-0.2,1,1,0
3644.0,0,0.0,0.0,0.0,0,-0.0,1,0,0
